r,g,b,rgb,spanish,en_es,russian,en_ru,german,en_de,french,en_fr,chinese,en_zh,italian,en_it,korean,en_ko,japanese,en_ja,name,short_name,med_name,cx,cy
51,210,113,51210113,verde menta,mint green,_ _ _ _ __  __,green,apfelgr _n,apple green,vert emeraude,emerald green,     _,green,verde,green,  _   ,green,   ,green,sea foam green,fern,medium green,183.33,402.84
51,251,123,51251123,verde aguacate,avocado green,  ___   _ __-_ _ _ _ __  __,light green,gr _nt _rkis,green turquoise,vert,green,     _,green,verde forfora,green,         _   ,bright green,   ,green,bright light green,green,key lime pie,139.7,456.95
51,254,255,51254255,azul,blue,_ _ _     __  __,blue,schlumpf blau,blue smurf,id7,blue,   ,blue,azzurro,blue, __   ,blue,        _           _,bright blue,bright baby blue,sky,bright aqua,69.22,277.89
52,165,111,52165111,verde,green,_ _ _ _ __  __,green,graugr _n,gray-green,vert,green,      ,blue-green,verde,green,         ,green,   ,green,light green lantern,green,earth green,210.97,346.78
52,186,122,52186122,verde,green,____    _ _    _ _ _ _ __  ,sea green,grasgr _n,grass green,vert,green,         ,seaweed green,verde,green,  _   ,green,        _  _,green,dark teal green,green,blueish green,192.32,355.5
52,195,152,52195152,verde claro,light green,_ _ _ _ __  __,green,gr _n,green,vert claire,light green:,     _,green,verde,green,  _   ,green,        _,green,pale blue green,teal,bluish green,152.48,328.14
52,203,100,52203100,verde,green,_ _   __    _ ____-_ _ _ _ __  __,emerald-green,hellgr _n,light green,vert moyen clair,light medium green,     _,green,verde,bright green,  _   ,green,   ,green,light grass green,green,green  shadow,191.09,406.71
52,235,107,52235107,verde,green,_ _ _   __  __,green,gr _n,green,vert claire,light green:,   ,green,verde,grass green,         ,green,        _,green,bright seafoam green,mint,bright green,150.23,442.22
53,121,113,53121113,verde cazador,hunter green,_ _ _ _ __  __,green,t _rkis,turquoise,id7 vert grisatre,grayish blue green,        _,army green,verde mare scuro,dark green sea,         ,dark green,        _,green,soft bluish green,teal,tangle green,227.82,289.15
53,128,149,53128149,verde azulado,teal,_____   _ ____,blue,blaugrau,blue-gray,id7 fonc  ,dark blue,     _,blue,azzurro spento,blue,         ,blue,        _,cyan,dusky turquoise,blue,ocean blue,210.77,251.12
53,154,253,53154253,azul,blue,_____   _ ____,azure,blau,blue,id7 ciel apres midi,blue sky after midday, _    ,azure,azzurro,blue,          _    ,bright blue,        _,blue,bright ocean blue,blue,carolina blue,123.66,152.1
54,108,143,54108143,azul,blue,  _ ___ __,blue,wasserblau,blue water,id7 marine,navy blue,    _  _   _   ,dark blue,h,blue,    _    ,blue,   ,blue,dark country blue,blue,pacific blue,217.61,238.58
54,120,233,54120233,azul oceano,blue ocean,  _ ___ __,blue,himmelblau,sky-blue,id7 ciel,blue sky,     _,blue,blu,blue,    _ ,blue,     _   ,[blue],blue eyed baby,blue,blue solitaire,168.05,152.93
54,126,166,54126166,azul claro,blue,_ _ ___ __,blue,aqua,aqua,id7,blue,     _,blue,ceruleo,cerulean,    __   ,ultramarine,   ,blue,dark cornflower blue,blue,concrete blue,186.77,219.18
54,160,104,54160104,verde,green,_ _ _ _ __  __,green,blaugr _n,blue-green,vert,green,     _,green,verde,green, __      ,turquoise,   ,green,matte spring green,green,murky green,217.02,346.43
54,162,164,54162164,azul claro,blue,_____   _ ____,azure,blaugrau,blue-gray,id7 clair,light blue,        _,blue-green,blu,blue,          _ ,light blue,   ,blue,deep ocean blue,teal,lighter teal,179.93,271.86
54,169,254,54169254,azul claro,blue,_ ___   _ ____,blue,strahlend blau,bright blue,id7,blue,     _,blue,azzuro,sky blue,    _ ,sky,   ,water,dark aqua blue,blue,bright blue,118.81,156.16
54,179,136,54179136,verde aqua,aqua green,_ _ _ _ ____-_ _ _ _ __  __,pale green,gr _n,green,cyan,cyan,         ,seaweed green,verde acquamarina,aquamarine,  _   ,green,   ,green,easter egg green,jade,sandy green,185.81,339.24
54,179,222,54179222,azul claro,blue,  ___   _ __-_____   _ ____,light blue,hellblau,light blue,id7 ciel,blue sky,      ,light blue,blu,blue,      ,blue,   ,blue,soft blue pillow,blue,relaxing blue,148.36,227.56
54,192,235,54192235,azul cielo,blue sky,___ _ _   __  __,heavenly,blau,blue,id7,blue,     _,blue,azzurro,light blue,    _    ,sky blue,     _,light blue,summerday blue,blue,medium blue,122.28,230.87
54,227,123,54227123,verde menta,mint green,  ___   _ __-_ _ _ _ __  __,light green,mintgr _n,mint green,vert,"<condition percentage = ""0000""> green </condition>",     _,green,verde,green,        _   ,light green,        _,green,sherbert green,green,electric green,163.04,417.64
54,229,110,54229110,verde pujante,vibrant green,  ___   _ __-_ _ _ _ __  __,light green,gr _n,green,vert,green,     _,green,viola,green,         ,green,   ,green,sea form green,green,electric green,170.49,432.38
54,236,189,54236189,aguamarina,aquamarine,_ _    __ ____  __,turquoise,t _rkis,turquoise,vert,green,     _,blue,verde,green,                ,bright green,   ,green,50's diner green,aqua,icy aqua green,106.68,365.82
54,253,249,54253249,turquesa,turquoise,_____   _ ____ ___ ____,blue neon,t _rkis,turquoise,id7,blue,        _,light blue,azzurro,turquoise,  _ _ ,mint,     _,light blue,bright turquois,sky,icicle blue,70.89,294.57
55,100,141,55100141,azul seco,dry blue,  _ ___ __,blue,abendblau,evening blue,blue marine,blue marine,        _,indigo,blu,blue,       _      _    ,dark blue,  _     _           _,blue steel,heathered blue,blue,dark blue,225.61,227.55
55,181,106,55181106,verde primavera,spring green,      _ _ __-_ _ _   __  __,dull-green,gr _n,green,vert prairie fin saison,green meadow late season,   ,green,verde,green,  _   ,green,   ,green,medium school green,green,light green,212.31,367.52
55,214,215,55214215,azul cascada,cascade blue,_ _    __ ____  __,turquoise,helles t _rkis,bright turquoise,id7 turquoise,turquoise,     _,blue,azzurro,blue,    _    ,sky blue,     _,light blue,mediterranean blue,cyan,dark seafoam,130.83,279.2
55,215,248,55215248,turqueza,turquoise,_____   _ ____,azure,azur,azure,id7 ciel,blue sky,        _,light cyan,azzurro,blue,    _ ,blue,     _   ,[blue],dark turquoise,aqua,icicle blue,98.96,212.66
55,221,215,55221215,azul cielo,blue sky,_ _    __ ____  __,turquoise,signalt _rkis,signal-turquoise,turquoise,turquoise,        _,greenish blue,turchese,turquoise,          _    ,cloudy blue,     _,light blue,caribbean sea green,aqua,dark seafoam,113.78,288.72
55,233,149,55233149,de color verde agua,green water,_ _ _ _ __  __,green,helles waldwiesengr _n,bright forest green meadow,vert,green,     _,green,verde,green,  _   ,green,        _  _,green,turquoise blue green,aqua,seafoam green,140.66,383.09
55,247,239,55247239,azul,blue,_ ___   _ ____,blue,t _rkisblau,turquoise blue,id7,blue,     _,blue,celeste acqua chiaro,clear blue water,    _    ,sky blue,     _,light blue,bright light blue,aqua,icicle blue,74.28,288.3
56,101,255,56101255,azul rey,royal blue,  _ ___ __,blue,blau,blue,id7 ciel,blue sky,   ,blue,azzuro,blue,    _ ,blue,   ,blue,jewel tone blue,blue,bright blue,160.63,125.49
56,134,154,56134154,azul marino,navy blue,_ _    __ ____  __,turquoise,aquamarin,aquamarine,blue rideau,blue curtain,        _,gray and blue,blu,moderate aquamarine, __   ,blue,   ,blue,stormy sea blue,blue,muted teal,200.74,257.65
56,160,148,56160148,verde esmeralda,emerald green,_ _ _ _ __  __,green,t _rkis,turquoise,id7,blue,     _,blue,verde,green,    _    ,sky blue,                    _        _  _,darker blue green,dark aquamarine,teal blue,lily green,186.3,295.39
56,206,227,56206227,azul cielo,blue sky,___ _ _   ____-_____   _ ____,celestial blue,blau,blue,id7,blue, _      _,sky blue,blu,blue,    _ ,blue,   ,water,bright sky blue,aqua,snow cone blue,124.44,249.45
56,235,128,56235128,verde,green,  _ _ _   ________,light green,gr _n,green,verde,verde,     _,green,verde,green,         ,green,   ,green,medium spring green,green,electric green,152.54,423.76
57,133,117,57133117,verde azulado,teal,_ _ _ _ __  __,green,dunkelgr _n,dark green,vert fonc   fond de mar  e,dark green tide,     _,green,blu,green,  _   ,green,     _   ,green turbidity,faded sea blue,blue-green,greyish green,214.23,296.83
57,179,233,57179233,azul cielo,blue sky,_____   _ ____,azure,hellblau,light blue,ciel id7,blue sky,        _,light blue,azzurro,blue,    _ ,blue,   ,blue,light royal blue,blue,light blue,123.67,198.4
57,189,123,57189123,verde,green,_ _ _ _ __  __,green,gr _n,green,vert,green,     _,green,verde,green,  _   ,green,                       _  _,emerald green,dark sea green,aqua,kelly green,194.07,371.87
57,247,113,57247113,verde,green,  _ _ _   ____  __,green,hellgr _n,light green,vert,green,     _,green,verde chiaro,light green,  _   ,green,     _           _  _,lime green,neon light green,green,bright green,152.53,454.92
58,155,150,58155150,azul opaco,opaque blue,  _   __-_ _ _ _ __  __,gray-green,stahlt _rkis,steel turquoise,turkish blue,turkish blue,     _,blue,celeste,heavenly,         ,green,                 _,blue cloudy,turquoise green,teal,awesome aque,194.37,288.81
58,163,151,58163151,acua,aqua,_ _ ___ ___   _ ______  __,aquamarine,gr _n,green,vert,green,        _,blue-green,blu scurro,blue scurro,           __   ,bright blue-green,      ,blue green,rain-soaked teal,teal,lily green,187.47,289.05
58,217,119,58217119,verde,green,_ _ _ _ __  __,green,hellgr _n,lime,vert,green,        _,light green,acquamarina chiaro,green,     _   ,pale green,     _           _  _,mint green,light jade green,aqua,medium green,170.68,411.74
58,232,233,58232233,azul brillante claro,bright blue light,    _ __-_ _    __ ____  __,bright turquoise,t _rkis,turquoise,id7,blue,        _,light blue,h,blue,    _ ,blue,  _           _,bright blue,light turquoise,teal,snow cone blue,107.65,257.68
58,248,179,58248179,aquamarino,aquamarine,_ _ _   __  __,green,t _rkis,turquoise,emeraude,emerald,        _,blue-green,verde chiaro,light green,      ,turquoise,   ,green,bright sea foam green,aqua,turqoise blue,104.47,411.39
59,121,128,59121128,laguna azul,blue lagoon,  _ ______ _ _    __ ____  __,dark turquoise,stahlblau,steel blue,id7,blue,        _,blue-green,grigio blu,gray blue,  _   ,green,        _           _,gray than blue,rich pale blue,aqua,slate blue,232.72,270.37
59,121,152,59121152,azul petroleo,oil blue,  _ ___ __,blue,blau,blue,id7,blue,        _,gray and blue,acqua scura,blue, __   ,blue,     _   ,[blue],turquoise bluegrey,blue,seatle blue,208.98,233.11
59,135,143,59135143,azul,blue,_ _    __ ____  __,turquoise,dunkelblau,dark blue,dark cyan,dark cyan,     _,blue,blu,blue,           _    ,cloudy blue,           _,dark blue,dark blue-green,blue,medium green,219.76,268.21
59,137,238,59137238,azul especial,special blue,  _ ___ __,blue,pastell horizontblau,pastel blue horizon,id7,blue,     _,blue,blu,blue,    _    ,blue,   ,blue,swimming pool blue,sky,carolina blue,146.6,155.85
59,197,125,59197125,color verde agua,green water,__  _ __,green,giftgr _n,acid green,vert,green,      ,if the green,verde,green,  _   ,green,           _           _  _,forest green,sea foam green,aqua,light green,182.09,366.44
59,210,141,59210141,verde,green,  ___   _ __-_ _ _ _ __  __,light green,gr _n,green,vert,green,        _,aquamarine,verde,green,         ,green,         ,pale green,sound of green,aqua,kelly green,159.04,370.2
59,218,175,59218175,azul verde,blue green,_ _    __ ____  __,turquoise,t _rkis,turquoise,id7 turquoise,turquoise,        _,blue-green,azzurro,dark green,     _   ,pale green,           _     _  _,aquamarine,greenish turquoise,mint,shaded teal,129.43,324.72
59,221,147,59221147,verde,green,_ _ _ _ ____-  ___   _ __ _ _ _ _ __  __,a pale light green,signalt _rkis,signal-turquoise,vert,green,     _,green,azzurro,green,         ,green,     _        _  _,sea green,sea foam green,mint,medium green,153.37,382.15
59,226,204,59226204,celeste claro,light blue,_____   _ ____,azure,hellblau,light blue,id7,blue,        _,aqua blue,turquoise,turquoise,      ,blue,  _            ,bright blue,light turquoise,sky,shallow seas,103.74,314.45
59,230,245,59230245,color celeste,light blue,_ ___   _ ____,blue,licht t _rkis,light turquoise,id7,blue,     _,blue,blu,blue,           _ ,bright blue,     _           _,light blue,cotton candy blue,teal,icicle blue,91.13,246.33
59,235,199,59235199,verde,green,    _ __-_ _ _ _ __  __   ___   ,bright green light,hellt _rkis,bright turquoise,id7 ciel,blue sky,     _,blue,azzurro,blue,      ,turquoise,        _,cyan,greenish turquoise,aqua,bright aqua,103.18,356.42
59,237,109,59237109,verde esmeralda,emerald green,  ___   _ __-_ _ _ _ __  __,light green,gr _n,green,vert,green,     _,green,verde chiaro,green,         ,green,   ,green,bright baby green,lime,electric green,159.32,450.36
60,110,205,60110205,azul,blue,  _ ___ __,blue,aquablau,aqua blue,id7,blue,     _,blue,blu,blue,    _    ,blue,   ,blue,i got the blues,blue,medium blue,181.53,181.24
60,120,252,60120252,azul,blue,_ _ ___ __,blue,hellblau,light blue,id7,blue,     _,blue,azzurro,blue,    _    ,blue,   ,blue,joyful sky blue,blue,carolina blue,154.43,127.41
60,175,224,60175224,celeste,celestial,"_ _ _     __  __, _ _     ","azure""",mittelblau,medium blue,id7,blue,     _,blue,blu isola,blue island,    _ ,blue,   ,blue,punchy candy blue,aqua,bright blue,138.43,220.24
60,178,213,60178213,azul,blue,  _ ___ __,blue,hellblau,light blue,id7 ciel,blue sky,    _      _,light sky blue,azzurro,blue,    _        _    ,blue blue,     _,light blue,california blue,blue,turquoise blue,141.98,232.28
60,220,239,60220239,color cielo,color of the sky,_ ___   _ ____,blue,pastellblau,pastel blue,id7,blue,     _,blue,azzurro,blue,    _    ,sky blue,     _,light blue,light turquoise,blue,electric blue,98.02,236.09
60,242,187,60242187,verde esmeralda,emerald green,_ _    __ ____  __,turquoise,helles t _rkies,bright turquoise,feu vert,green light,      ,light green,acquamarina,aquamarine,      ,turquoise,  _         ,bright blue,bright turqoise,aqua,turqoise blue,110.76,377.52
60,245,100,60245100,verde acua,aqua green,_ _ _ _ __  __,green,gr _n,green,vert pomme clair,apple green light,     _,green,verde fosforescente,green fluorescent,         ,green,        _        _  _,green anion,bright lime green,green,seafoam green,169.4,467.94
61,111,132,61111132,azul cadete,blue cadet,  _     __,gray,dunkles t _rkis,dark turquoise,id7,blue,   ,blue,sereno,blue,    __   ,ultramarine,     _           _,dark blue,blue jean blue,blue,blueberry,227.49,244.5
61,206,248,61206248,turquesa,turquoise,_____   _ ____,azure,olympiablau,olympic blue,id7,blue, _         _,water blue,acqua,azure,    _ ,blue,     _   ,[blue],medium light blue,blue,bright blue,96.49,194.78
61,207,194,61207194,azul claro,blue,_ _    __ ____  __,turquoise,t _rkis,turquoise,blue ciel,blue sky,     _,blue,celeste,heavenly,    _    ,sky blue,         ,blue of the sea,light aqua blue,teal,seafoam green,134.54,301.35
61,215,239,61215239,azul cielo,blue sky,_____   _ ____,azure,hellblau,light blue,id7,blue, _      _,sky blue,a,cornflower blue,    _    ,sky blue,     _,azure,summer breeze blue,blue,electric blue,100.9,222.96
61,221,252,61221252,azul,blue,_____   _ ____,azure,hellblau,light blue,id7,blue,        _,light blue,azzurro,blue,      ,blue,     _,blue,metallic seaweed,blue,blue turquoise,76.88,238.81
61,231,242,61231242,azul neon,blue neon,_____   _ ____,azure,hellblau,light blue,id7,blue, _      _,sky blue,ciano,light blue,    _    ,blue,     _,light blue,bright turquoise,aqua,electric blue,88.34,252.05
61,238,154,61238154,verde esmeralda,emerald green,_ _ _   __  __,green,mintgr _n,mint green,vert,green,     _,green,verde,green,            ,bright light green,   ,green,turquoise green,aqua,light green,131.4,392.09
61,253,102,61253102,verde claro,light green,_ _ _ _ __  __,green,lind gr _n,lind green,lumi  re vert,light green,     _,green,verde,green,         _   ,bright green,              _  _                    _  _,schweinfurt green,screamin' green,green,bright green,151.28,474.78
62,108,226,62108226,mas azul,more blue,  _ ___ __,blue,blau,blue,id7,blue,     _,blue,azzurro,blue,    _ ,blue,   ,blue,cornflower blue,blue,cresent blue,175.33,155.23
62,121,154,62121154,azul gris,blue gray,  _ ___ __,blue,cobaltblau,cobalt blue,id7,blue,     _,blue,blu,blue, __   ,blue,  _     _           _,blue steel,decorator's blue,blue,seatle blue,212.85,226.09
62,132,129,62132129,azul turquesa oscuro,dark turquoise,_ _ _ _ __  __,green,helles petrolgr _n,bright green petrol,id7-vert,blue-green,     _,green-winged teal,j,green,  _   ,green,              _,green shoi,deep turquoise,pale green,gorgeous green,223.94,293.47
62,143,147,62143147,verde azulado,teal,  _ ___ __,blue,t _rkisblau,turquoise blue,blue soldat,blue soldier,        _,army green,verde,blue,    _     _ ,cloudy blue,      ,blue green,light navy blue,blue,eggshell blue,205.01,276.63
