_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711485242,false,finalized,3,4/29/15 17:14,question,0.6596,caused side effect,1,1761,false,,,,,"has anyone else encountered severe <font color=""red"">constipation</font> while taking <font color=""blue"">diamox</font>?"
711485243,false,finalized,3,4/29/15 19:44,personal experience,1,caused side effect,1,1762,false,,,,,"but i have had severe <font color=""red"">nausea</font> from taking those darn prenatal <font color=""blue"">vitamins</font>...."
711485244,false,finalized,3,4/30/15 1:04,impersonal experience,1,caused side effect,1,1763,false,,,,,"things like <font color=""blue"">metformin</font>, byetta and januvia can noticeably slow your digestion (hence the bloating and <font color=""red"">nausea</font>)."
711485245,false,finalized,3,4/29/15 22:31,personal experience,0.6939,other,0.6327,1764,false,,,,,"anyway, if you need more insulin, you need more <font color=""blue"">insulin</font> - it doesn't mean you are getting more <font color=""red"">ill</font>."
711485246,false,finalized,3,4/30/15 7:02,impersonal experience,0.66,caused side effect,0.34,1765,false,,,,,"of all of these, <font color=""blue"">darvocet</font> is by far the mildest in terms of <font color=""red"">withdrawal symptoms</font>, particularly at the dosage you're talking about."
711485247,false,finalized,3,4/30/15 3:39,personal experience,0.6447,caused side effect,0.6711,1766,false,,,,,"i'm lucky i didn't end up with <font color=""red"">liver damage</font> as so many others that unwittingly took <font color=""blue"">serzone</font>."
711485248,false,finalized,3,4/29/15 18:37,personal experience,0.6739,caused side effect,1,1767,false,,,,,"i have come off <font color=""blue"">effexor</font> as well as other medications and where i did have <font color=""red"">withdrawal symptoms</font>, anger and irritability weren't symptoms of my withdrawals."
711485249,false,finalized,3,4/29/15 17:13,personal experience,1,is prescibed for,0.38,1768,false,,,,,"i quit <font color=""blue"">lipitor</font> early this year when i got to the point i could hardly lift my arms for the <font color=""red"">pain in my shoulders</font>."
711485250,false,finalized,3,4/30/15 1:58,personal experience,1,caused side effect,1,1769,false,,,,,"i did 8 rounds of <font color=""blue"">clomid</font> and on every singe one of them i had <font color=""red"">sore boobs</font>."
711485251,false,finalized,3,4/29/15 16:32,personal experience,0.6939,caused side effect,0.6327,1770,false,,,,,"i read about the hot flashes and flushs with <font color=""blue"">niacin</font> and i already have <font color=""red"">hot flashes</font>, which i hate.."
711485252,false,finalized,3,4/30/15 6:28,personal experience,1,caused side effect,1,1771,false,,,,,"i used a cortisone cream on the really <font color=""red"">itchy spots</font> (<font color=""blue"">riba</font> causes itch too)and used avena dry skin lotion every day."
711485253,false,finalized,3,4/29/15 16:59,personal experience,0.6875,caused side effect,1,1772,false,,,,,"the <font color=""red"">allergies</font> mostly started after she had intramuscular injections of <font color=""blue"">vitamin b12</font>, it all went downhill after two of those."
711485254,false,finalized,3,4/29/15 19:37,personal experience,1,caused side effect,1,1773,false,,,,,"i thought <font color=""blue"">200mg advil</font> is a low dose that cannot affect the stomach or cause ulcer but it really causes me <font color=""red"">stomach discomfort</font>."
711485255,false,finalized,3,4/29/15 19:59,personal experience,1,caused side effect,1,1774,false,,,,,"i have had <font color=""red"">mouth sores</font> at various times which were caused from <font color=""blue"">mtx</font>  and were also attributed to lupus."
711485256,false,finalized,3,4/30/15 3:42,impersonal experience,0.6939,other,0.6735,1775,false,,,,,"while <font color=""red"">rls</font> offered up two options, both <font color=""blue"">ativan</font> and xanax are pretty potent benzodeazepines and there are some that are much milder."
711485257,false,finalized,3,4/30/15 2:18,personal experience,1,caused side effect,1,1776,false,,,,,"took <font color=""blue"">cabergline</font> which normalized the prolactin level but i still felt fatigued, depressed, not right with lots of <font color=""red"">mental confusion</font>, lack of focus..."
711485258,false,finalized,3,4/29/15 21:38,personal experience,1,caused side effect,1,1777,false,,,,,"i've been on 6<font color=""blue"">mp</font> for around 6 months now - with a few side effects - mainly <font color=""red"">tiredness</font> and aching joints."
711485259,false,finalized,3,4/29/15 21:21,personal experience,0.6731,is prescibed for,0.3462,1778,false,,,,,"i am on <font color=""blue"">neurontin</font>, ultram, lidoderm 5% at night and still have <font color=""red"">swelling</font> in the afternoons or with extended periods of use."
711485260,false,finalized,3,4/30/15 8:18,personal experience,1,caused side effect,1,1779,false,,,,,"( i had a <font color=""red"">blighted ovum</font> followed by d&c and was afraid <font color=""blue"">clomid</font> might have contributed..."
711485261,false,finalized,3,4/30/15 10:49,personal experience,1,is prescibed for,0.3704,1780,false,,,,,"if i've been <font color=""red"">constipated</font>, i skip my nighttime <font color=""blue"">dose of welchol</font> and calcium; if i'm a bit loose, i add a calcium pill at lunchtime."
711485262,false,finalized,3,4/29/15 17:52,impersonal experience,1,was effective against,1,1781,false,,,,,"<font color=""blue"">rebif</font> is more often but a lesser needle, and when taken at night you can burn off most of the <font color=""red"">flu</font> related symptoms while you sleep."
711485263,false,finalized,3,4/29/15 16:37,impersonal experience,1,caused side effect,0.6503,1782,false,,,,,"that no matter how big the <font color=""blue"">dose of vitamin c</font>, any excess to your bodys immediate needs would be excreted in 2 hours as <font color=""red"">diarrhoea</font>."
711485264,false,finalized,3,4/29/15 22:11,personal experience,0.7,other,0.36,1783,false,,,,,"was there for 5 hrs   3 shots of <font color=""blue"">morphine</font>, more <font color=""red"">throwing up</font> from contrast dye i was sent home with a script for mega doses of the purple pill for a month."
711485265,false,finalized,3,4/29/15 19:37,personal experience,1,was effective against,1,1784,false,,,,,") and <font color=""blue"">tramadol</font> (1 x 50 mg at midday, and 2 just before bed) is keeping most things under control on the pain / <font color=""red"">discomfort</font> front, which i have to say is surprisingly minimal."
711485266,false,finalized,3,4/30/15 3:44,personal experience,1,was effective against,1,1785,false,,,,,"because i've had <font color=""red"">ulcers</font>, i switched to the injected form of <font color=""blue"">mtx</font> and that has been great."
711485267,false,finalized,3,4/30/15 8:34,question,0.6821,other,0.3444,1786,false,,,,,"how long does it take for <font color=""red"">af</font> to come after stopping <font color=""blue"">progestrone</font>?"
711485268,false,finalized,3,4/29/15 16:59,personal experience,1,caused side effect,1,1787,false,,,,,"thanks for the response misha, the only side effect with <font color=""blue"">abilify</font> for me has been and still is feeling very warm, <font color=""red"">increased body temperature</font>."
711485269,false,finalized,3,4/29/15 16:34,personal experience,1,caused side effect,0.6667,1788,false,,,,,"i also was on <font color=""blue"">depo</font> and taken off b/c of the <font color=""red"">osteoporosis</font> issue  and even though i haven't been off it yet officially (started seasonale last night) i already miss it."
711485270,false,finalized,3,4/30/15 6:28,personal experience,1,caused side effect,1,1789,false,,,,,"when i was taking <font color=""blue"">entocort</font>, i guess it was helping, but i could hardly go to the bathroom and i had <font color=""red"">cramping</font> all of the time."
711485271,false,finalized,3,4/29/15 20:02,question,1,is prescibed for,0.6667,1790,false,,,,,"my biggest question is will <font color=""blue"">cytomel</font> help with my horrible <font color=""red"">bloating</font> problems?"
711485272,false,finalized,3,4/29/15 19:59,personal experience,1,is contraindicated in,0.6596,1791,false,,,,,"i have not taken <font color=""blue"">propanolol</font> even though my heart rate is to fast because i have <font color=""red"">low blood pressure</font> and beta blockers lower your blood pressure so the cardiologist said it could cause more harm then good."
711485273,false,finalized,3,4/30/15 3:42,personal experience,1,caused side effect,0.6939,1792,false,,,,,"i have developed a few <font color=""red"">spots</font> of p on my face since beginning the <font color=""blue"">dovonex</font>, but i attribute that more to the natural progression of p as opposed to a result of the dovonex."
711485274,false,finalized,3,4/29/15 19:44,personal experience,0.3469,caused side effect,1,1793,false,,,,,"if the <font color=""blue"">aderall</font> isn't killing your appetite, then i don't know what would be causing the <font color=""red"">headaches</font>."
711485275,false,finalized,3,4/29/15 17:49,personal experience,1,caused side effect,1,1794,false,,,,,"i've been using <font color=""blue"">lupron</font> since dec 24 and finally got <font color=""red"">af</font> today!"
711485276,false,finalized,3,4/29/15 22:15,impersonal experience,0.6939,caused side effect,1,1795,false,,,,,"what other thing apart from high <font color=""blue"">testosterone</font> can cause <font color=""red"">abnormal hair growth</font>?"
711485277,false,finalized,3,4/29/15 17:33,personal experience,0.6596,caused side effect,1,1796,false,,,,,"jourdemayne					replied february 1st, 2009					  				    												    internal <font color=""red"">itching</font>				    										    																		i have had itching such as you describe from taking <font color=""blue"">vitamin d</font> supplements."
711485278,false,finalized,3,4/30/15 6:13,personal experience,1,caused side effect,1,1797,false,,,,,"i had been taking <font color=""blue"">tylenol cold</font> & flu for 7 days because it seemed like a bad cold - but the medicine made me nauseous to the point of <font color=""red"">vomiting</font>."
711485279,false,finalized,3,4/30/15 1:56,personal experience,0.6939,other,0.6939,1798,false,,,,,"i took <font color=""blue"">depo</font> for five years, but was never checked for <font color=""red"">osteoporosis</font>."
711485280,false,finalized,3,4/30/15 2:16,personal experience,1,is prescibed for,0.3585,1799,false,,,,,"i get severe headaches some days but i'm not sure if it's always from <font color=""blue"">gianvi</font> because i also quit caffeine and now the <font color=""red"">headaches</font> come much less."
